,subnetwork,sample_run,TravelTime,TotalCost,TravelTimeDisc,TravelTimeDisc11,TotalCostDisc,TotalCostDisc11
0,4,3,286.2678265294299,5720.123310171193,"276.43597299999635, 286.8243667167408",0.0,"3096.503662890541, 6193.007325781082",0.0
0,4,4,295.02968454701767,6458.317731247882,"286.8243667167408, 297.2127604334853",1.0,"6193.007325781082, 9289.510988671624",1.0
0,4,5,295.43564137648775,5794.086511942462,"286.8243667167408, 297.2127604334853",1.0,"3096.503662890541, 6193.007325781082",0.0
0,4,6,295.01189182295366,4251.586235056433,"286.8243667167408, 297.2127604334853",1.0,"3096.503662890541, 6193.007325781082",0.0
0,4,7,285.75079575662426,4879.001029395606,"276.43597299999635, 286.8243667167408",0.0,"3096.503662890541, 6193.007325781082",0.0
0,4,8,297.26270477229053,5143.536851893479,"297.2127604334853, 307.6011541502297",2.0,"3096.503662890541, 6193.007325781082",0.0
0,4,9,285.7976344544605,4781.996250904617,"276.43597299999635, 286.8243667167408",0.0,"3096.503662890541, 6193.007325781082",0.0
0,4,10,295.189431893937,5589.110145237844,"286.8243667167408, 297.2127604334853",1.0,"3096.503662890541, 6193.007325781082",0.0
0,4,11,300.47497545776974,6703.660427771304,"297.2127604334853, 307.6011541502297",2.0,"6193.007325781082, 9289.510988671624",1.0
0,4,12,285.9689764253631,3651.4304877460695,"276.43597299999635, 286.8243667167408",0.0,"3096.503662890541, 6193.007325781082",0.0
0,4,13,297.71511727990463,5689.922445594914,"297.2127604334853, 307.6011541502297",2.0,"3096.503662890541, 6193.007325781082",0.0
0,4,14,295.34523027340845,7194.104923295024,"286.8243667167408, 297.2127604334853",1.0,"6193.007325781082, 9289.510988671624",1.0
0,4,15,287.73677645256737,3899.955083104624,"286.8243667167408, 297.2127604334853",1.0,"3096.503662890541, 6193.007325781082",0.0
0,4,16,285.8851921397867,5377.982561943459,"276.43597299999635, 286.8243667167408",0.0,"3096.503662890541, 6193.007325781082",0.0
0,4,17,296.4925516863243,5585.073831428366,"286.8243667167408, 297.2127604334853",1.0,"3096.503662890541, 6193.007325781082",0.0
0,4,18,295.4272536715702,5119.843303262762,"286.8243667167408, 297.2127604334853",1.0,"3096.503662890541, 6193.007325781082",0.0
0,4,19,287.49688915018373,4490.612688805503,"286.8243667167408, 297.2127604334853",1.0,"3096.503662890541, 6193.007325781082",0.0
0,4,20,286.2591588633276,6812.699143013199,"276.43597299999635, 286.8243667167408",0.0,"6193.007325781082, 9289.510988671624",1.0
0,4,21,286.352313704984,7356.314332960162,"276.43597299999635, 286.8243667167408",0.0,"6193.007325781082, 9289.510988671624",1.0
0,4,22,285.47788148314584,6453.100016368771,"276.43597299999635, 286.8243667167408",0.0,"6193.007325781082, 9289.510988671624",1.0
0,4,23,287.8133040915355,6530.878642771766,"286.8243667167408, 297.2127604334853",1.0,"6193.007325781082, 9289.510988671624",1.0
0,4,24,297.316863507334,5395.164295818021,"297.2127604334853, 307.6011541502297",2.0,"3096.503662890541, 6193.007325781082",0.0
0,4,25,286.1609242534214,6537.508486889609,"276.43597299999635, 286.8243667167408",0.0,"6193.007325781082, 9289.510988671624",1.0
